index,Datum,Nederbördsmängd,Kvalitet,Year,Month,Avg_nederbörd_per_dag,Max_uppmätta_nederbörd
4009,1954-12-23,0.2,Y,1954,12,2.57,13.6
4010,1954-12-24,0.0,Y,1954,12,2.57,13.6
4011,1954-12-25,0.0,Y,1954,12,2.57,13.6
4012,1954-12-26,2.9,Y,1954,12,2.57,13.6
4013,1954-12-27,0.1,Y,1954,12,2.57,13.6
4014,1954-12-28,4.5,Y,1954,12,2.57,13.6
4015,1954-12-29,0.0,Y,1954,12,2.57,13.6
4016,1954-12-30,0.0,Y,1954,12,2.57,13.6
4017,1954-12-31,0.0,Y,1954,12,2.57,13.6
4018,1955-01-01,0.0,Y,1955,1,1.31,17.0
4019,1955-01-02,0.0,Y,1955,1,1.31,17.0
4020,1955-01-03,0.0,Y,1955,1,1.31,17.0
4021,1955-01-04,0.1,Y,1955,1,1.31,17.0
4022,1955-01-05,0.0,Y,1955,1,1.31,17.0
4023,1955-01-06,0.1,Y,1955,1,1.31,17.0
4024,1955-01-07,0.0,Y,1955,1,1.31,17.0
4025,1955-01-08,0.0,Y,1955,1,1.31,17.0
4026,1955-01-09,0.7,Y,1955,1,1.31,17.0
4027,1955-01-10,17.0,Y,1955,1,1.31,17.0
4028,1955-01-11,0.0,Y,1955,1,1.31,17.0
4029,1955-01-12,3.2,Y,1955,1,1.31,17.0
4030,1955-01-13,0.9,Y,1955,1,1.31,17.0
4031,1955-01-14,0.0,Y,1955,1,1.31,17.0
4032,1955-01-15,2.2,Y,1955,1,1.31,17.0
4033,1955-01-16,1.5,Y,1955,1,1.31,17.0
4034,1955-01-17,0.0,Y,1955,1,1.31,17.0
4035,1955-01-18,0.0,Y,1955,1,1.31,17.0
4036,1955-01-19,0.1,Y,1955,1,1.31,17.0
4037,1955-01-20,0.0,Y,1955,1,1.31,17.0
4038,1955-01-21,0.0,Y,1955,1,1.31,17.0
4039,1955-01-22,0.0,Y,1955,1,1.31,17.0
4040,1955-01-23,0.0,Y,1955,1,1.31,17.0
4041,1955-01-24,0.1,Y,1955,1,1.31,17.0
4042,1955-01-25,0.3,Y,1955,1,1.31,17.0
4043,1955-01-26,0.3,Y,1955,1,1.31,17.0
4044,1955-01-27,0.2,Y,1955,1,1.31,17.0
4045,1955-01-28,0.2,Y,1955,1,1.31,17.0
4046,1955-01-29,0.0,Y,1955,1,1.31,17.0
4047,1955-01-30,13.3,Y,1955,1,1.31,17.0
4048,1955-01-31,0.3,Y,1955,1,1.31,17.0
4049,1955-02-01,2.6,Y,1955,2,0.61,3.9
4050,1955-02-02,0.1,Y,1955,2,0.61,3.9
4051,1955-02-03,0.2,Y,1955,2,0.61,3.9
4052,1955-02-04,2.3,Y,1955,2,0.61,3.9
4053,1955-02-05,1.8,Y,1955,2,0.61,3.9
4054,1955-02-06,0.0,Y,1955,2,0.61,3.9
4055,1955-02-07,0.0,Y,1955,2,0.61,3.9
4056,1955-02-08,1.8,Y,1955,2,0.61,3.9
4057,1955-02-09,1.9,Y,1955,2,0.61,3.9
4058,1955-02-10,0.0,Y,1955,2,0.61,3.9
4059,1955-02-11,0.0,Y,1955,2,0.61,3.9
4060,1955-02-12,0.0,Y,1955,2,0.61,3.9
4061,1955-02-13,0.1,Y,1955,2,0.61,3.9
4062,1955-02-14,0.1,Y,1955,2,0.61,3.9
4063,1955-02-15,1.2,Y,1955,2,0.61,3.9
4064,1955-02-16,3.9,Y,1955,2,0.61,3.9
4065,1955-02-17,0.1,Y,1955,2,0.61,3.9
4066,1955-02-18,0.4,Y,1955,2,0.61,3.9
4067,1955-02-19,0.3,Y,1955,2,0.61,3.9
4068,1955-02-20,0.1,Y,1955,2,0.61,3.9
4069,1955-02-21,0.0,Y,1955,2,0.61,3.9
4070,1955-02-22,0.0,Y,1955,2,0.61,3.9
4071,1955-02-23,0.0,Y,1955,2,0.61,3.9
4072,1955-02-24,0.0,Y,1955,2,0.61,3.9
4073,1955-02-25,0.1,Y,1955,2,0.61,3.9
4074,1955-02-26,0.0,Y,1955,2,0.61,3.9
4075,1955-02-27,0.0,Y,1955,2,0.61,3.9
4076,1955-02-28,0.0,Y,1955,2,0.61,3.9
4077,1955-03-01,0.0,Y,1955,3,0.34,3.2
4078,1955-03-02,0.0,Y,1955,3,0.34,3.2
4079,1955-03-03,0.0,Y,1955,3,0.34,3.2
4080,1955-03-04,1.9,Y,1955,3,0.34,3.2
4081,1955-03-05,0.2,Y,1955,3,0.34,3.2
4082,1955-03-06,0.1,Y,1955,3,0.34,3.2
4083,1955-03-07,0.1,Y,1955,3,0.34,3.2
4084,1955-03-08,0.2,Y,1955,3,0.34,3.2
4085,1955-03-09,0.0,Y,1955,3,0.34,3.2
4086,1955-03-10,0.0,Y,1955,3,0.34,3.2
4087,1955-03-11,0.0,Y,1955,3,0.34,3.2
4088,1955-03-12,0.0,Y,1955,3,0.34,3.2
4089,1955-03-13,0.0,Y,1955,3,0.34,3.2
4090,1955-03-14,0.0,Y,1955,3,0.34,3.2
4091,1955-03-15,0.0,Y,1955,3,0.34,3.2
4092,1955-03-16,0.0,Y,1955,3,0.34,3.2
4093,1955-03-17,0.0,Y,1955,3,0.34,3.2
4094,1955-03-18,0.1,Y,1955,3,0.34,3.2
4095,1955-03-19,0.3,Y,1955,3,0.34,3.2
4096,1955-03-20,0.1,Y,1955,3,0.34,3.2
4097,1955-03-21,0.0,Y,1955,3,0.34,3.2
4098,1955-03-22,0.0,Y,1955,3,0.34,3.2
4099,1955-03-23,3.0,Y,1955,3,0.34,3.2
4100,1955-03-24,0.1,Y,1955,3,0.34,3.2
4101,1955-03-25,3.2,Y,1955,3,0.34,3.2
4102,1955-03-26,0.5,Y,1955,3,0.34,3.2
4103,1955-03-27,0.0,Y,1955,3,0.34,3.2
4104,1955-03-28,0.0,Y,1955,3,0.34,3.2
4105,1955-03-29,0.0,Y,1955,3,0.34,3.2
4106,1955-03-30,0.6,Y,1955,3,0.34,3.2
4107,1955-03-31,0.0,Y,1955,3,0.34,3.2
4108,1955-04-01,0.0,Y,1955,4,0.91,12.1
4109,1955-04-02,0.0,Y,1955,4,0.91,12.1
4110,1955-04-03,0.6,Y,1955,4,0.91,12.1
4111,1955-04-04,0.0,Y,1955,4,0.91,12.1
4112,1955-04-05,0.1,Y,1955,4,0.91,12.1
4113,1955-04-06,3.7,Y,1955,4,0.91,12.1
4114,1955-04-07,5.8,Y,1955,4,0.91,12.1
4115,1955-04-08,0.0,Y,1955,4,0.91,12.1
4116,1955-04-09,0.0,Y,1955,4,0.91,12.1
4117,1955-04-10,0.0,Y,1955,4,0.91,12.1
4118,1955-04-11,2.4,Y,1955,4,0.91,12.1
4119,1955-04-12,0.8,Y,1955,4,0.91,12.1
4120,1955-04-13,0.0,Y,1955,4,0.91,12.1
4121,1955-04-14,0.3,Y,1955,4,0.91,12.1
4122,1955-04-15,0.0,Y,1955,4,0.91,12.1
4123,1955-04-16,0.0,Y,1955,4,0.91,12.1
4124,1955-04-17,0.0,Y,1955,4,0.91,12.1
4125,1955-04-18,0.0,Y,1955,4,0.91,12.1
4126,1955-04-19,0.1,Y,1955,4,0.91,12.1
4127,1955-04-20,0.2,Y,1955,4,0.91,12.1
4128,1955-04-21,0.0,Y,1955,4,0.91,12.1
4129,1955-04-22,0.0,Y,1955,4,0.91,12.1
4130,1955-04-23,0.0,Y,1955,4,0.91,12.1
4131,1955-04-24,0.0,Y,1955,4,0.91,12.1
4132,1955-04-25,0.0,Y,1955,4,0.91,12.1
4133,1955-04-26,0.0,Y,1955,4,0.91,12.1
4134,1955-04-27,0.8,Y,1955,4,0.91,12.1
4135,1955-04-28,12.1,Y,1955,4,0.91,12.1
4136,1955-04-29,0.2,Y,1955,4,0.91,12.1
4137,1955-04-30,0.3,Y,1955,4,0.91,12.1
4138,1955-05-01,2.9,Y,1955,5,2.81,14.4
4139,1955-05-02,13.6,Y,1955,5,2.81,14.4
4140,1955-05-03,0.2,Y,1955,5,2.81,14.4
4141,1955-05-04,7.7,Y,1955,5,2.81,14.4
4142,1955-05-05,4.0,Y,1955,5,2.81,14.4
4143,1955-05-06,0.0,Y,1955,5,2.81,14.4
4144,1955-05-07,0.4,Y,1955,5,2.81,14.4
4145,1955-05-08,3.4,Y,1955,5,2.81,14.4
4146,1955-05-09,2.1,Y,1955,5,2.81,14.4
4147,1955-05-10,2.3,Y,1955,5,2.81,14.4
4148,1955-05-11,1.2,Y,1955,5,2.81,14.4
4149,1955-05-12,0.9,Y,1955,5,2.81,14.4
4150,1955-05-13,7.5,Y,1955,5,2.81,14.4
4151,1955-05-14,0.1,Y,1955,5,2.81,14.4
4152,1955-05-15,0.3,Y,1955,5,2.81,14.4
4153,1955-05-16,1.9,Y,1955,5,2.81,14.4
4154,1955-05-17,1.3,Y,1955,5,2.81,14.4
4155,1955-05-18,14.4,Y,1955,5,2.81,14.4
4156,1955-05-19,6.8,Y,1955,5,2.81,14.4
4157,1955-05-20,1.0,Y,1955,5,2.81,14.4
4158,1955-05-21,0.0,Y,1955,5,2.81,14.4
4159,1955-05-22,0.1,Y,1955,5,2.81,14.4
4160,1955-05-23,0.0,Y,1955,5,2.81,14.4
4161,1955-05-24,0.1,Y,1955,5,2.81,14.4
4162,1955-05-25,8.5,Y,1955,5,2.81,14.4
4163,1955-05-26,6.4,Y,1955,5,2.81,14.4
4164,1955-05-27,0.0,Y,1955,5,2.81,14.4
4165,1955-05-28,0.0,Y,1955,5,2.81,14.4
4166,1955-05-29,0.0,Y,1955,5,2.81,14.4
4167,1955-05-30,0.0,Y,1955,5,2.81,14.4
4168,1955-05-31,0.0,Y,1955,5,2.81,14.4
4169,1955-06-01,0.0,Y,1955,6,0.87,6.9
4170,1955-06-02,0.0,Y,1955,6,0.87,6.9
4171,1955-06-03,0.0,Y,1955,6,0.87,6.9
4172,1955-06-04,0.0,Y,1955,6,0.87,6.9
4173,1955-06-05,0.0,Y,1955,6,0.87,6.9
4174,1955-06-06,0.0,Y,1955,6,0.87,6.9
4175,1955-06-07,0.0,Y,1955,6,0.87,6.9
4176,1955-06-08,0.0,Y,1955,6,0.87,6.9
4177,1955-06-09,0.0,Y,1955,6,0.87,6.9
4178,1955-06-10,0.3,Y,1955,6,0.87,6.9
4179,1955-06-11,4.2,Y,1955,6,0.87,6.9
4180,1955-06-12,0.0,Y,1955,6,0.87,6.9
4181,1955-06-13,0.1,Y,1955,6,0.87,6.9
4182,1955-06-14,6.9,Y,1955,6,0.87,6.9
4183,1955-06-15,6.9,Y,1955,6,0.87,6.9
4184,1955-06-16,0.0,Y,1955,6,0.87,6.9
4185,1955-06-17,0.0,Y,1955,6,0.87,6.9
4186,1955-06-18,0.0,Y,1955,6,0.87,6.9
4187,1955-06-19,0.0,Y,1955,6,0.87,6.9
4188,1955-06-20,0.0,Y,1955,6,0.87,6.9
4189,1955-06-21,0.0,Y,1955,6,0.87,6.9
4190,1955-06-22,0.0,Y,1955,6,0.87,6.9
4191,1955-06-23,3.3,Y,1955,6,0.87,6.9
4192,1955-06-24,0.0,Y,1955,6,0.87,6.9
4193,1955-06-25,0.0,Y,1955,6,0.87,6.9
4194,1955-06-26,0.0,Y,1955,6,0.87,6.9
4195,1955-06-27,0.0,Y,1955,6,0.87,6.9
4196,1955-06-28,0.0,Y,1955,6,0.87,6.9
4197,1955-06-29,3.0,Y,1955,6,0.87,6.9
4198,1955-06-30,1.3,Y,1955,6,0.87,6.9
4199,1955-07-01,0.2,Y,1955,7,0.83,24.6
4200,1955-07-02,24.6,Y,1955,7,0.83,24.6
4201,1955-07-03,0.8,Y,1955,7,0.83,24.6
4202,1955-07-04,0.0,Y,1955,7,0.83,24.6
4203,1955-07-05,0.1,Y,1955,7,0.83,24.6
4204,1955-07-06,0.0,Y,1955,7,0.83,24.6
4205,1955-07-07,0.0,Y,1955,7,0.83,24.6
4206,1955-07-08,0.0,Y,1955,7,0.83,24.6
4207,1955-07-09,0.0,Y,1955,7,0.83,24.6
4208,1955-07-10,0.0,Y,1955,7,0.83,24.6
4209,1955-07-11,0.0,Y,1955,7,0.83,24.6
4210,1955-07-12,0.0,Y,1955,7,0.83,24.6
4211,1955-07-13,0.0,Y,1955,7,0.83,24.6
4212,1955-07-14,0.0,Y,1955,7,0.83,24.6
4213,1955-07-15,0.0,Y,1955,7,0.83,24.6
4214,1955-07-16,0.0,Y,1955,7,0.83,24.6
4215,1955-07-17,0.0,Y,1955,7,0.83,24.6
4216,1955-07-18,0.0,Y,1955,7,0.83,24.6
4217,1955-07-19,0.0,Y,1955,7,0.83,24.6
4218,1955-07-20,0.0,Y,1955,7,0.83,24.6
4219,1955-07-21,0.0,Y,1955,7,0.83,24.6
4220,1955-07-22,0.0,Y,1955,7,0.83,24.6
4221,1955-07-23,0.0,Y,1955,7,0.83,24.6
4222,1955-07-24,0.0,Y,1955,7,0.83,24.6
4223,1955-07-25,0.0,Y,1955,7,0.83,24.6
4224,1955-07-26,0.0,Y,1955,7,0.83,24.6
4225,1955-07-27,0.0,Y,1955,7,0.83,24.6
4226,1955-07-28,0.0,Y,1955,7,0.83,24.6
4227,1955-07-29,0.0,Y,1955,7,0.83,24.6
4228,1955-07-30,0.0,Y,1955,7,0.83,24.6
4229,1955-07-31,0.0,Y,1955,7,0.83,24.6
4230,1955-08-01,0.0,Y,1955,8,1.86,13.5
4231,1955-08-02,0.0,Y,1955,8,1.86,13.5
4232,1955-08-03,0.0,Y,1955,8,1.86,13.5
4233,1955-08-04,0.0,Y,1955,8,1.86,13.5
4234,1955-08-05,0.0,Y,1955,8,1.86,13.5
4235,1955-08-06,13.3,Y,1955,8,1.86,13.5
4236,1955-08-07,10.7,Y,1955,8,1.86,13.5
4237,1955-08-08,6.9,Y,1955,8,1.86,13.5
4238,1955-08-09,7.8,Y,1955,8,1.86,13.5
4239,1955-08-10,0.0,Y,1955,8,1.86,13.5
4240,1955-08-11,0.4,Y,1955,8,1.86,13.5
4241,1955-08-12,0.0,Y,1955,8,1.86,13.5
4242,1955-08-13,0.0,Y,1955,8,1.86,13.5
4243,1955-08-14,0.0,Y,1955,8,1.86,13.5
4244,1955-08-15,0.3,Y,1955,8,1.86,13.5
4245,1955-08-16,0.0,Y,1955,8,1.86,13.5
4246,1955-08-17,0.0,Y,1955,8,1.86,13.5
4247,1955-08-18,13.5,Y,1955,8,1.86,13.5
4248,1955-08-19,0.8,Y,1955,8,1.86,13.5
4249,1955-08-20,0.0,Y,1955,8,1.86,13.5
4250,1955-08-21,0.0,Y,1955,8,1.86,13.5
4251,1955-08-22,0.0,Y,1955,8,1.86,13.5
4252,1955-08-23,0.0,Y,1955,8,1.86,13.5
4253,1955-08-24,0.0,Y,1955,8,1.86,13.5
4254,1955-08-25,0.0,Y,1955,8,1.86,13.5
4255,1955-08-26,0.0,Y,1955,8,1.86,13.5
4256,1955-08-27,0.0,Y,1955,8,1.86,13.5
4257,1955-08-28,0.0,Y,1955,8,1.86,13.5
4258,1955-08-29,0.0,Y,1955,8,1.86,13.5
4259,1955-08-30,0.0,Y,1955,8,1.86,13.5
4260,1955-08-31,4.0,Y,1955,8,1.86,13.5
4261,1955-09-01,0.0,Y,1955,9,2.27,11.5
4262,1955-09-02,9.1,Y,1955,9,2.27,11.5
4263,1955-09-03,0.0,Y,1955,9,2.27,11.5
4264,1955-09-04,0.0,Y,1955,9,2.27,11.5
4265,1955-09-05,0.2,Y,1955,9,2.27,11.5
4266,1955-09-06,0.0,Y,1955,9,2.27,11.5
4267,1955-09-07,0.0,Y,1955,9,2.27,11.5
4268,1955-09-08,9.4,Y,1955,9,2.27,11.5
4269,1955-09-09,0.0,Y,1955,9,2.27,11.5
4270,1955-09-10,0.4,Y,1955,9,2.27,11.5
4271,1955-09-11,1.4,Y,1955,9,2.27,11.5
4272,1955-09-12,3.2,Y,1955,9,2.27,11.5
4273,1955-09-13,8.9,Y,1955,9,2.27,11.5
4274,1955-09-14,2.0,Y,1955,9,2.27,11.5
4275,1955-09-15,9.0,Y,1955,9,2.27,11.5
4276,1955-09-16,8.0,Y,1955,9,2.27,11.5
4277,1955-09-17,3.7,Y,1955,9,2.27,11.5
4278,1955-09-18,0.0,Y,1955,9,2.27,11.5
4279,1955-09-19,0.0,Y,1955,9,2.27,11.5
4280,1955-09-20,0.0,Y,1955,9,2.27,11.5
4281,1955-09-21,0.0,Y,1955,9,2.27,11.5
4282,1955-09-22,0.0,Y,1955,9,2.27,11.5
4283,1955-09-23,0.0,Y,1955,9,2.27,11.5
4284,1955-09-24,0.0,Y,1955,9,2.27,11.5
4285,1955-09-25,11.5,Y,1955,9,2.27,11.5
4286,1955-09-26,0.6,Y,1955,9,2.27,11.5
4287,1955-09-27,0.0,Y,1955,9,2.27,11.5
4288,1955-09-28,0.1,Y,1955,9,2.27,11.5
4289,1955-09-29,0.2,Y,1955,9,2.27,11.5
4290,1955-09-30,0.4,Y,1955,9,2.27,11.5
4291,1955-10-01,0.0,Y,1955,10,3.45,25.4
4292,1955-10-02,1.5,Y,1955,10,3.45,25.4
4293,1955-10-03,2.5,Y,1955,10,3.45,25.4
4294,1955-10-04,9.1,Y,1955,10,3.45,25.4
4295,1955-10-05,12.6,Y,1955,10,3.45,25.4
4296,1955-10-06,2.0,Y,1955,10,3.45,25.4
4297,1955-10-07,0.1,Y,1955,10,3.45,25.4
4298,1955-10-08,0.0,Y,1955,10,3.45,25.4
4299,1955-10-09,0.0,Y,1955,10,3.45,25.4
4300,1955-10-10,0.0,Y,1955,10,3.45,25.4
4301,1955-10-11,1.8,Y,1955,10,3.45,25.4
4302,1955-10-12,0.7,Y,1955,10,3.45,25.4
4303,1955-10-13,0.0,Y,1955,10,3.45,25.4
4304,1955-10-14,7.3,Y,1955,10,3.45,25.4
4305,1955-10-15,1.2,Y,1955,10,3.45,25.4
4306,1955-10-16,2.0,Y,1955,10,3.45,25.4
4307,1955-10-17,25.4,Y,1955,10,3.45,25.4
4308,1955-10-18,0.0,Y,1955,10,3.45,25.4
4309,1955-10-19,0.5,Y,1955,10,3.45,25.4
4310,1955-10-20,0.1,Y,1955,10,3.45,25.4
4311,1955-10-21,14.7,Y,1955,10,3.45,25.4
4312,1955-10-22,0.0,Y,1955,10,3.45,25.4
4313,1955-10-23,0.0,Y,1955,10,3.45,25.4
4314,1955-10-24,1.0,Y,1955,10,3.45,25.4
4315,1955-10-25,0.9,Y,1955,10,3.45,25.4
4316,1955-10-26,0.1,Y,1955,10,3.45,25.4
4317,1955-10-27,12.8,Y,1955,10,3.45,25.4
4318,1955-10-28,0.0,Y,1955,10,3.45,25.4
4319,1955-10-29,9.2,Y,1955,10,3.45,25.4
4320,1955-10-30,0.0,Y,1955,10,3.45,25.4
4321,1955-10-31,1.6,Y,1955,10,3.45,25.4
4322,1955-11-01,2.4,Y,1955,11,1.39,14.2
4323,1955-11-02,0.0,Y,1955,11,1.39,14.2
4324,1955-11-03,0.0,Y,1955,11,1.39,14.2
4325,1955-11-04,0.0,Y,1955,11,1.39,14.2
4326,1955-11-05,14.2,Y,1955,11,1.39,14.2
4327,1955-11-06,0.0,Y,1955,11,1.39,14.2
4328,1955-11-07,0.7,Y,1955,11,1.39,14.2
4329,1955-11-08,8.4,Y,1955,11,1.39,14.2
4330,1955-11-09,7.7,Y,1955,11,1.39,14.2
4331,1955-11-10,3.7,Y,1955,11,1.39,14.2
4332,1955-11-11,0.5,Y,1955,11,1.39,14.2
4333,1955-11-12,0.1,Y,1955,11,1.39,14.2
4334,1955-11-13,0.0,Y,1955,11,1.39,14.2
4335,1955-11-14,0.0,Y,1955,11,1.39,14.2
4336,1955-11-15,0.0,Y,1955,11,1.39,14.2
4337,1955-11-16,0.0,Y,1955,11,1.39,14.2
4338,1955-11-17,0.0,Y,1955,11,1.39,14.2
4339,1955-11-18,0.0,Y,1955,11,1.39,14.2
4340,1955-11-19,0.3,Y,1955,11,1.39,14.2
4341,1955-11-20,0.0,Y,1955,11,1.39,14.2
4342,1955-11-21,0.0,Y,1955,11,1.39,14.2
4343,1955-11-22,0.0,Y,1955,11,1.39,14.2
4344,1955-11-23,0.0,Y,1955,11,1.39,14.2
4345,1955-11-24,0.0,Y,1955,11,1.39,14.2
4346,1955-11-25,0.1,Y,1955,11,1.39,14.2
4347,1955-11-26,0.0,Y,1955,11,1.39,14.2
4348,1955-11-27,0.0,Y,1955,11,1.39,14.2
4349,1955-11-28,0.0,Y,1955,11,1.39,14.2
4350,1955-11-29,3.6,Y,1955,11,1.39,14.2
4351,1955-11-30,0.0,Y,1955,11,1.39,14.2
4352,1955-12-01,0.1,Y,1955,12,3.4,17.4
4353,1955-12-02,5.5,Y,1955,12,3.4,17.4
4354,1955-12-03,1.1,Y,1955,12,3.4,17.4
4355,1955-12-04,0.0,Y,1955,12,3.4,17.4
4356,1955-12-05,6.5,Y,1955,12,3.4,17.4
4357,1955-12-06,1.4,Y,1955,12,3.4,17.4
4358,1955-12-07,0.8,Y,1955,12,3.4,17.4
4359,1955-12-08,0.1,Y,1955,12,3.4,17.4
4360,1955-12-09,0.0,Y,1955,12,3.4,17.4
4361,1955-12-10,0.0,Y,1955,12,3.4,17.4
4362,1955-12-11,0.0,Y,1955,12,3.4,17.4
4363,1955-12-12,2.0,Y,1955,12,3.4,17.4
4364,1955-12-13,0.1,Y,1955,12,3.4,17.4
4365,1955-12-14,0.0,Y,1955,12,3.4,17.4
4366,1955-12-15,17.4,Y,1955,12,3.4,17.4
4367,1955-12-16,11.3,Y,1955,12,3.4,17.4
4368,1955-12-17,11.0,Y,1955,12,3.4,17.4
4369,1955-12-18,1.6,Y,1955,12,3.4,17.4
4370,1955-12-19,0.1,Y,1955,12,3.4,17.4
4371,1955-12-20,3.9,Y,1955,12,3.4,17.4
4372,1955-12-21,5.0,Y,1955,12,3.4,17.4
4373,1955-12-22,0.0,Y,1955,12,3.4,17.4
4374,1955-12-23,6.3,Y,1955,12,3.4,17.4
4375,1955-12-24,1.2,Y,1955,12,3.4,17.4
4376,1955-12-25,0.0,Y,1955,12,3.4,17.4
4377,1955-12-26,17.2,Y,1955,12,3.4,17.4
4378,1955-12-27,1.1,Y,1955,12,3.4,17.4
4379,1955-12-28,11.7,Y,1955,12,3.4,17.4
4380,1955-12-29,0.1,Y,1955,12,3.4,17.4
4381,1955-12-30,0.0,Y,1955,12,3.4,17.4
4382,1955-12-31,0.0,Y,1955,12,3.4,17.4
4383,1956-01-01,0.0,Y,1956,1,1.47,12.2
4384,1956-01-02,0.0,Y,1956,1,1.47,12.2
4385,1956-01-03,0.1,Y,1956,1,1.47,12.2
4386,1956-01-04,0.2,Y,1956,1,1.47,12.2
4387,1956-01-05,0.5,Y,1956,1,1.47,12.2
4388,1956-01-06,0.0,Y,1956,1,1.47,12.2
4389,1956-01-07,5.8,Y,1956,1,1.47,12.2
4390,1956-01-08,1.5,Y,1956,1,1.47,12.2
4391,1956-01-09,0.7,Y,1956,1,1.47,12.2
4392,1956-01-10,1.8,Y,1956,1,1.47,12.2
4393,1956-01-11,1.7,Y,1956,1,1.47,12.2
4394,1956-01-12,6.2,Y,1956,1,1.47,12.2
4395,1956-01-13,4.3,Y,1956,1,1.47,12.2
4396,1956-01-14,0.1,Y,1956,1,1.47,12.2
4397,1956-01-15,0.1,Y,1956,1,1.47,12.2
4398,1956-01-16,2.3,Y,1956,1,1.47,12.2
4399,1956-01-17,5.9,Y,1956,1,1.47,12.2
4400,1956-01-18,0.1,Y,1956,1,1.47,12.2
4401,1956-01-19,0.0,Y,1956,1,1.47,12.2
4402,1956-01-20,12.2,Y,1956,1,1.47,12.2
4403,1956-01-21,0.9,Y,1956,1,1.47,12.2
4404,1956-01-22,0.1,Y,1956,1,1.47,12.2
4405,1956-01-23,0.0,Y,1956,1,1.47,12.2
4406,1956-01-24,0.0,Y,1956,1,1.47,12.2
4407,1956-01-25,0.0,Y,1956,1,1.47,12.2
4408,1956-01-26,1.2,Y,1956,1,1.47,12.2
4409,1956-01-27,0.0,Y,1956,1,1.47,12.2
4410,1956-01-28,0.0,Y,1956,1,1.47,12.2
4411,1956-01-29,0.0,Y,1956,1,1.47,12.2
4412,1956-01-30,0.0,Y,1956,1,1.47,12.2
4413,1956-01-31,0.0,Y,1956,1,1.47,12.2
4414,1956-02-01,0.6,Y,1956,2,0.49,4.8
4415,1956-02-02,0.0,Y,1956,2,0.49,4.8
4416,1956-02-03,0.0,Y,1956,2,0.49,4.8
4417,1956-02-04,0.1,Y,1956,2,0.49,4.8
4418,1956-02-05,0.0,Y,1956,2,0.49,4.8
4419,1956-02-06,0.0,Y,1956,2,0.49,4.8
4420,1956-02-07,4.8,Y,1956,2,0.49,4.8
4421,1956-02-08,0.0,Y,1956,2,0.49,4.8
4422,1956-02-09,0.0,Y,1956,2,0.49,4.8
4423,1956-02-10,0.0,Y,1956,2,0.49,4.8
4424,1956-02-11,0.2,Y,1956,2,0.49,4.8
4425,1956-02-12,0.0,Y,1956,2,0.49,4.8
4426,1956-02-13,0.1,Y,1956,2,0.49,4.8
4427,1956-02-14,2.2,Y,1956,2,0.49,4.8
4428,1956-02-15,0.0,Y,1956,2,0.49,4.8
4429,1956-02-16,0.0,Y,1956,2,0.49,4.8
4430,1956-02-17,2.3,Y,1956,2,0.49,4.8
4431,1956-02-18,0.1,Y,1956,2,0.49,4.8
4432,1956-02-19,1.6,Y,1956,2,0.49,4.8
4433,1956-02-20,0.5,Y,1956,2,0.49,4.8
4434,1956-02-21,0.1,Y,1956,2,0.49,4.8
4435,1956-02-22,0.0,Y,1956,2,0.49,4.8
4436,1956-02-23,0.0,Y,1956,2,0.49,4.8
4437,1956-02-24,0.0,Y,1956,2,0.49,4.8
4438,1956-02-25,0.1,Y,1956,2,0.49,4.8
4439,1956-02-26,0.0,Y,1956,2,0.49,4.8
4440,1956-02-27,0.0,Y,1956,2,0.49,4.8
4441,1956-02-28,1.4,Y,1956,2,0.49,4.8
4442,1956-02-29,0.2,Y,1956,2,0.49,4.8
4443,1956-03-01,3.0,Y,1956,3,0.48,8.5
4444,1956-03-02,0.0,Y,1956,3,0.48,8.5
4445,1956-03-03,0.0,Y,1956,3,0.48,8.5
4446,1956-03-04,0.0,Y,1956,3,0.48,8.5
4447,1956-03-05,0.1,Y,1956,3,0.48,8.5
4448,1956-03-06,8.5,Y,1956,3,0.48,8.5
4449,1956-03-07,0.0,Y,1956,3,0.48,8.5
4450,1956-03-08,0.1,Y,1956,3,0.48,8.5
4451,1956-03-09,0.0,Y,1956,3,0.48,8.5
4452,1956-03-10,0.0,Y,1956,3,0.48,8.5
4453,1956-03-11,0.0,Y,1956,3,0.48,8.5
4454,1956-03-12,0.0,Y,1956,3,0.48,8.5
4455,1956-03-13,0.0,Y,1956,3,0.48,8.5
4456,1956-03-14,0.0,Y,1956,3,0.48,8.5
4457,1956-03-15,0.0,Y,1956,3,0.48,8.5
4458,1956-03-16,0.8,Y,1956,3,0.48,8.5
4459,1956-03-17,0.0,Y,1956,3,0.48,8.5
4460,1956-03-18,0.0,Y,1956,3,0.48,8.5
4461,1956-03-19,0.0,Y,1956,3,0.48,8.5
4462,1956-03-20,0.0,Y,1956,3,0.48,8.5
4463,1956-03-21,0.0,Y,1956,3,0.48,8.5
4464,1956-03-22,0.0,Y,1956,3,0.48,8.5
4465,1956-03-23,2.2,Y,1956,3,0.48,8.5
4466,1956-03-24,0.0,Y,1956,3,0.48,8.5
4467,1956-03-25,0.0,Y,1956,3,0.48,8.5
4468,1956-03-26,0.0,Y,1956,3,0.48,8.5
4469,1956-03-27,0.0,Y,1956,3,0.48,8.5
4470,1956-03-28,0.0,Y,1956,3,0.48,8.5
4471,1956-03-29,0.0,Y,1956,3,0.48,8.5
4472,1956-03-30,0.0,Y,1956,3,0.48,8.5
