index,Datum,Kvalitet,Snittemperatur,Year,Month,day_of_year,Over_10_5_days_in_a_row,0_or_under_5_days_in_a_row
6296,1961-03-28,Y,3.97,1961,3,87,0,0
6297,1961-03-29,Y,4.09,1961,3,88,0,0
6298,1961-03-30,Y,2.12,1961,3,89,0,0
6299,1961-03-31,Y,1.53,1961,3,90,0,0
6300,1961-04-01,Y,1.19,1961,4,91,0,0
6301,1961-04-02,Y,2.97,1961,4,92,0,0
6302,1961-04-03,Y,0.91,1961,4,93,0,0
6303,1961-04-04,Y,2.12,1961,4,94,0,0
6304,1961-04-05,Y,0.67,1961,4,95,0,0
6305,1961-04-06,Y,5.74,1961,4,96,0,0
6306,1961-04-07,Y,5.58,1961,4,97,0,0
6307,1961-04-08,Y,4.8,1961,4,98,0,0
6308,1961-04-09,Y,3.35,1961,4,99,0,0
6309,1961-04-10,Y,3.59,1961,4,100,0,0
6310,1961-04-11,Y,6.51,1961,4,101,0,0
6311,1961-04-12,Y,6.89,1961,4,102,0,0
6312,1961-04-13,Y,8.19,1961,4,103,0,0
6313,1961-04-14,Y,8.74,1961,4,104,0,0
6314,1961-04-15,Y,7.28,1961,4,105,0,0
6315,1961-04-16,Y,8.2,1961,4,106,0,0
6316,1961-04-17,Y,9.52,1961,4,107,0,0
6317,1961-04-18,Y,7.89,1961,4,108,0,0
6318,1961-04-19,Y,8.35,1961,4,109,0,0
6319,1961-04-20,Y,8.73,1961,4,110,0,0
6320,1961-04-21,Y,8.69,1961,4,111,0,0
6321,1961-04-22,Y,12.36,1961,4,112,0,0
6322,1961-04-23,Y,15.71,1961,4,113,0,0
6323,1961-04-24,Y,15.44,1961,4,114,0,0
6324,1961-04-25,Y,13.75,1961,4,115,0,0
6325,1961-04-26,Y,14.64,1961,4,116,1,0
6326,1961-04-27,Y,15.12,1961,4,117,0,0
6327,1961-04-28,Y,11.69,1961,4,118,0,0
6328,1961-04-29,Y,7.84,1961,4,119,0,0
6329,1961-04-30,Y,10.15,1961,4,120,0,0
6330,1961-05-01,Y,10.76,1961,5,121,0,0
6331,1961-05-02,Y,10.69,1961,5,122,0,0
6332,1961-05-03,Y,9.54,1961,5,123,0,0
6333,1961-05-04,Y,10.17,1961,5,124,0,0
6334,1961-05-05,Y,11.01,1961,5,125,0,0
6335,1961-05-06,Y,10.07,1961,5,126,0,0
6336,1961-05-07,Y,10.12,1961,5,127,0,0
6337,1961-05-08,Y,10.23,1961,5,128,1,0
6338,1961-05-09,Y,11.35,1961,5,129,0,0
6339,1961-05-10,Y,10.6,1961,5,130,0,0
6340,1961-05-11,Y,10.57,1961,5,131,0,0
6341,1961-05-12,Y,11.32,1961,5,132,0,0
6342,1961-05-13,Y,9.59,1961,5,133,0,0
6343,1961-05-14,Y,9.36,1961,5,134,0,0
6344,1961-05-15,Y,11.74,1961,5,135,0,0
6345,1961-05-16,Y,11.75,1961,5,136,0,0
6346,1961-05-17,Y,12.98,1961,5,137,0,0
6347,1961-05-18,Y,13.73,1961,5,138,0,0
6348,1961-05-19,Y,10.6,1961,5,139,1,0
6349,1961-05-20,Y,10.62,1961,5,140,0,0
6350,1961-05-21,Y,11.91,1961,5,141,0,0
6351,1961-05-22,Y,11.64,1961,5,142,0,0
6352,1961-05-23,Y,11.64,1961,5,143,0,0
6353,1961-05-24,Y,11.98,1961,5,144,1,0
6354,1961-05-25,Y,10.96,1961,5,145,0,0
6355,1961-05-26,Y,10.49,1961,5,146,0,0
6356,1961-05-27,Y,10.51,1961,5,147,0,0
6357,1961-05-28,Y,11.38,1961,5,148,0,0
6358,1961-05-29,Y,11.4,1961,5,149,1,0
6359,1961-05-30,Y,16.88,1961,5,150,0,0
6360,1961-05-31,Y,16.64,1961,5,151,0,0
6361,1961-06-01,Y,12.62,1961,6,152,0,0
6362,1961-06-02,Y,15.43,1961,6,153,0,0
6363,1961-06-03,Y,20.41,1961,6,154,1,0
6364,1961-06-04,Y,20.87,1961,6,155,0,0
6365,1961-06-05,Y,20.73,1961,6,156,0,0
6366,1961-06-06,Y,22.12,1961,6,157,0,0
6367,1961-06-07,Y,21.89,1961,6,158,0,0
6368,1961-06-08,Y,17.19,1961,6,159,1,0
6369,1961-06-09,Y,16.31,1961,6,160,0,0
6370,1961-06-10,Y,15.62,1961,6,161,0,0
6371,1961-06-11,Y,16.14,1961,6,162,0,0
6372,1961-06-12,Y,17.39,1961,6,163,0,0
6373,1961-06-13,Y,15.54,1961,6,164,1,0
6374,1961-06-14,Y,15.47,1961,6,165,0,0
6375,1961-06-15,Y,16.93,1961,6,166,0,0
6376,1961-06-16,Y,16.95,1961,6,167,0,0
6377,1961-06-17,Y,16.22,1961,6,168,0,0
6378,1961-06-18,Y,14.91,1961,6,169,1,0
6379,1961-06-19,Y,13.75,1961,6,170,0,0
6380,1961-06-20,Y,13.88,1961,6,171,0,0
6381,1961-06-21,Y,14.04,1961,6,172,0,0
6382,1961-06-22,Y,13.38,1961,6,173,0,0
6383,1961-06-23,Y,12.96,1961,6,174,1,0
6384,1961-06-24,Y,13.64,1961,6,175,0,0
6385,1961-06-25,Y,13.86,1961,6,176,0,0
6386,1961-06-26,Y,13.44,1961,6,177,0,0
6387,1961-06-27,Y,12.98,1961,6,178,0,0
6388,1961-06-28,Y,13.99,1961,6,179,1,0
6389,1961-06-29,Y,15.34,1961,6,180,0,0
6390,1961-06-30,Y,16.71,1961,6,181,0,0
6391,1961-07-01,Y,19.58,1961,7,182,0,0
6392,1961-07-02,Y,20.09,1961,7,183,0,0
6393,1961-07-03,Y,16.47,1961,7,184,1,0
6394,1961-07-04,Y,13.48,1961,7,185,0,0
6395,1961-07-05,Y,12.94,1961,7,186,0,0
6396,1961-07-06,Y,14.85,1961,7,187,0,0
6397,1961-07-07,Y,14.68,1961,7,188,0,0
6398,1961-07-08,Y,14.69,1961,7,189,1,0
6399,1961-07-09,Y,13.46,1961,7,190,0,0
6400,1961-07-10,Y,14.26,1961,7,191,0,0
6401,1961-07-11,Y,14.52,1961,7,192,0,0
6402,1961-07-12,Y,15.17,1961,7,193,0,0
6403,1961-07-13,Y,17.56,1961,7,194,1,0
6404,1961-07-14,Y,14.67,1961,7,195,0,0
6405,1961-07-15,Y,14.75,1961,7,196,0,0
6406,1961-07-16,Y,15.82,1961,7,197,0,0
6407,1961-07-17,Y,15.42,1961,7,198,0,0
6408,1961-07-18,Y,16.78,1961,7,199,1,0
6409,1961-07-19,Y,14.51,1961,7,200,0,0
6410,1961-07-20,Y,14.71,1961,7,201,0,0
6411,1961-07-21,Y,17.16,1961,7,202,0,0
6412,1961-07-22,Y,17.21,1961,7,203,0,0
6413,1961-07-23,Y,17.39,1961,7,204,1,0
6414,1961-07-24,Y,16.34,1961,7,205,0,0
6415,1961-07-25,Y,14.71,1961,7,206,0,0
6416,1961-07-26,Y,14.05,1961,7,207,0,0
6417,1961-07-27,Y,13.89,1961,7,208,0,0
6418,1961-07-28,Y,13.65,1961,7,209,1,0
6419,1961-07-29,Y,17.68,1961,7,210,0,0
6420,1961-07-30,Y,17.06,1961,7,211,0,0
6421,1961-07-31,Y,15.68,1961,7,212,0,0
6422,1961-08-01,Y,13.83,1961,8,213,0,0
6423,1961-08-02,Y,15.67,1961,8,214,1,0
6424,1961-08-03,Y,14.97,1961,8,215,0,0
6425,1961-08-04,Y,12.64,1961,8,216,0,0
6426,1961-08-05,Y,15.4,1961,8,217,0,0
6427,1961-08-06,Y,15.37,1961,8,218,0,0
6428,1961-08-07,Y,14.03,1961,8,219,1,0
6429,1961-08-08,Y,15.28,1961,8,220,0,0
6430,1961-08-09,Y,16.09,1961,8,221,0,0
6431,1961-08-10,Y,15.0,1961,8,222,0,0
6432,1961-08-11,Y,14.56,1961,8,223,0,0
6433,1961-08-12,Y,14.62,1961,8,224,1,0
6434,1961-08-13,Y,14.67,1961,8,225,0,0
6435,1961-08-14,Y,13.44,1961,8,226,0,0
6436,1961-08-15,Y,13.57,1961,8,227,0,0
6437,1961-08-16,Y,13.13,1961,8,228,0,0
6438,1961-08-17,Y,13.74,1961,8,229,1,0
6439,1961-08-18,Y,15.45,1961,8,230,0,0
6440,1961-08-19,Y,14.26,1961,8,231,0,0
6441,1961-08-20,Y,15.43,1961,8,232,0,0
6442,1961-08-21,Y,13.85,1961,8,233,0,0
6443,1961-08-22,Y,14.58,1961,8,234,1,0
6444,1961-08-23,Y,14.49,1961,8,235,0,0
6445,1961-08-24,Y,13.79,1961,8,236,0,0
6446,1961-08-25,Y,13.94,1961,8,237,0,0
6447,1961-08-26,Y,13.26,1961,8,238,0,0
6448,1961-08-27,Y,15.31,1961,8,239,1,0
6449,1961-08-28,Y,15.28,1961,8,240,0,0
6450,1961-08-29,Y,16.67,1961,8,241,0,0
6451,1961-08-30,Y,17.65,1961,8,242,0,0
6452,1961-08-31,Y,17.76,1961,8,243,0,0
6453,1961-09-01,Y,16.36,1961,9,244,1,0
6454,1961-09-02,Y,16.18,1961,9,245,0,0
6455,1961-09-03,Y,15.57,1961,9,246,0,0
6456,1961-09-04,Y,14.51,1961,9,247,0,0
6457,1961-09-05,Y,14.75,1961,9,248,0,0
6458,1961-09-06,Y,14.28,1961,9,249,1,0
6459,1961-09-07,Y,12.17,1961,9,250,0,0
6460,1961-09-08,Y,13.03,1961,9,251,0,0
6461,1961-09-09,Y,13.58,1961,9,252,0,0
6462,1961-09-10,Y,12.95,1961,9,253,0,0
6463,1961-09-11,Y,14.08,1961,9,254,1,0
6464,1961-09-12,Y,14.01,1961,9,255,0,0
6465,1961-09-13,Y,13.05,1961,9,256,0,0
6466,1961-09-14,Y,14.15,1961,9,257,0,0
6467,1961-09-15,Y,13.93,1961,9,258,0,0
6468,1961-09-16,Y,16.61,1961,9,259,1,0
6469,1961-09-17,Y,16.0,1961,9,260,0,0
6470,1961-09-18,Y,14.57,1961,9,261,0,0
6471,1961-09-19,Y,14.43,1961,9,262,0,0
6472,1961-09-20,Y,14.38,1961,9,263,0,0
6473,1961-09-21,Y,13.55,1961,9,264,1,0
6474,1961-09-22,Y,13.09,1961,9,265,0,0
6475,1961-09-23,Y,13.55,1961,9,266,0,0
6476,1961-09-24,Y,12.4,1961,9,267,0,0
6477,1961-09-25,Y,12.42,1961,9,268,0,0
6478,1961-09-26,Y,12.52,1961,9,269,1,0
6479,1961-09-27,Y,13.07,1961,9,270,0,0
6480,1961-09-28,Y,14.43,1961,9,271,0,0
6481,1961-09-29,Y,14.12,1961,9,272,0,0
6482,1961-09-30,Y,11.42,1961,9,273,0,0
6483,1961-10-01,Y,14.13,1961,10,274,1,0
6484,1961-10-02,Y,12.38,1961,10,275,0,0
6485,1961-10-03,Y,13.68,1961,10,276,0,0
6486,1961-10-04,Y,12.41,1961,10,277,0,0
6487,1961-10-05,Y,14.24,1961,10,278,0,0
6488,1961-10-06,Y,14.29,1961,10,279,1,0
6489,1961-10-07,Y,14.29,1961,10,280,0,0
6490,1961-10-08,Y,11.26,1961,10,281,0,0
6491,1961-10-09,Y,13.03,1961,10,282,0,0
6492,1961-10-10,Y,14.17,1961,10,283,0,0
6493,1961-10-11,Y,14.49,1961,10,284,1,0
6494,1961-10-12,Y,12.29,1961,10,285,0,0
6495,1961-10-13,Y,10.55,1961,10,286,0,0
6496,1961-10-14,Y,11.76,1961,10,287,0,0
6497,1961-10-15,Y,12.65,1961,10,288,0,0
6498,1961-10-16,Y,11.34,1961,10,289,1,0
6499,1961-10-17,Y,8.89,1961,10,290,0,0
6500,1961-10-18,Y,9.14,1961,10,291,0,0
6501,1961-10-19,Y,9.54,1961,10,292,0,0
6502,1961-10-20,Y,10.65,1961,10,293,0,0
6503,1961-10-21,Y,10.67,1961,10,294,0,0
6504,1961-10-22,Y,9.97,1961,10,295,0,0
6505,1961-10-23,Y,10.44,1961,10,296,0,0
6506,1961-10-24,Y,9.37,1961,10,297,0,0
6507,1961-10-25,Y,10.29,1961,10,298,0,0
6508,1961-10-26,Y,10.37,1961,10,299,0,0
6509,1961-10-27,Y,11.21,1961,10,300,0,0
6510,1961-10-28,Y,10.44,1961,10,301,0,0
6511,1961-10-29,Y,10.46,1961,10,302,1,0
6512,1961-10-30,Y,8.05,1961,10,303,0,0
6513,1961-10-31,Y,8.45,1961,10,304,0,0
6514,1961-11-01,Y,8.86,1961,11,305,0,0
6515,1961-11-02,Y,10.22,1961,11,306,0,0
6516,1961-11-03,Y,7.53,1961,11,307,0,0
6517,1961-11-04,Y,2.83,1961,11,308,0,0
6518,1961-11-05,Y,2.59,1961,11,309,0,0
6519,1961-11-06,Y,3.36,1961,11,310,0,0
6520,1961-11-07,Y,3.61,1961,11,311,0,0
6521,1961-11-08,Y,8.43,1961,11,312,0,0
6522,1961-11-09,Y,6.04,1961,11,313,0,0
6523,1961-11-10,Y,7.29,1961,11,314,0,0
6524,1961-11-11,Y,7.76,1961,11,315,0,0
6525,1961-11-12,Y,7.07,1961,11,316,0,0
6526,1961-11-13,Y,2.43,1961,11,317,0,0
6527,1961-11-14,Y,0.33,1961,11,318,0,0
6528,1961-11-15,Y,5.56,1961,11,319,0,0
6529,1961-11-16,Y,6.09,1961,11,320,0,0
6530,1961-11-17,Y,4.83,1961,11,321,0,0
6531,1961-11-18,Y,3.33,1961,11,322,0,0
6532,1961-11-19,Y,0.17,1961,11,323,0,0
6533,1961-11-20,Y,3.26,1961,11,324,0,0
6534,1961-11-21,Y,6.22,1961,11,325,0,0
6535,1961-11-22,Y,4.4,1961,11,326,0,0
6536,1961-11-23,Y,1.74,1961,11,327,0,0
6537,1961-11-24,Y,5.49,1961,11,328,0,0
6538,1961-11-25,Y,5.75,1961,11,329,0,0
6539,1961-11-26,Y,4.61,1961,11,330,0,0
6540,1961-11-27,Y,2.83,1961,11,331,0,0
6541,1961-11-28,Y,-1.52,1961,11,332,0,0
6542,1961-11-29,Y,3.28,1961,11,333,0,0
6543,1961-11-30,Y,3.73,1961,11,334,0,0
6544,1961-12-01,Y,3.26,1961,12,335,0,0
6545,1961-12-02,Y,2.52,1961,12,336,0,0
6546,1961-12-03,Y,2.36,1961,12,337,0,0
6547,1961-12-04,Y,2.42,1961,12,338,0,0
6548,1961-12-05,Y,5.52,1961,12,339,0,0
6549,1961-12-06,Y,3.69,1961,12,340,0,0
6550,1961-12-07,Y,1.85,1961,12,341,0,0
6551,1961-12-08,Y,-1.21,1961,12,342,0,0
6552,1961-12-09,Y,-1.13,1961,12,343,0,0
6553,1961-12-10,Y,0.79,1961,12,344,0,0
6554,1961-12-11,Y,1.52,1961,12,345,0,0
6555,1961-12-12,Y,-1.99,1961,12,346,0,0
6556,1961-12-13,Y,-4.23,1961,12,347,0,0
6557,1961-12-14,Y,-3.27,1961,12,348,0,0
6558,1961-12-15,Y,-7.83,1961,12,349,0,0
6559,1961-12-16,Y,-5.34,1961,12,350,0,1
6560,1961-12-17,Y,-0.54,1961,12,351,0,0
6561,1961-12-18,Y,2.71,1961,12,352,0,0
6562,1961-12-19,Y,0.48,1961,12,353,0,0
6563,1961-12-20,Y,3.22,1961,12,354,0,0
6564,1961-12-21,Y,-1.82,1961,12,355,0,0
6565,1961-12-22,Y,-7.12,1961,12,356,0,0
6566,1961-12-23,Y,-9.41,1961,12,357,0,0
6567,1961-12-24,Y,1.56,1961,12,358,0,0
6568,1961-12-25,Y,1.04,1961,12,359,0,0
6569,1961-12-26,Y,-6.97,1961,12,360,0,0
6570,1961-12-27,Y,-5.84,1961,12,361,0,0
6571,1961-12-28,Y,-3.96,1961,12,362,0,0
6572,1961-12-29,Y,-2.49,1961,12,363,0,0
6573,1961-12-30,Y,-0.01,1961,12,364,0,1
6574,1961-12-31,Y,2.01,1961,12,365,0,0
6575,1962-01-01,Y,-2.72,1962,1,1,0,0
6576,1962-01-02,Y,-6.55,1962,1,2,0,0
6577,1962-01-03,Y,-3.27,1962,1,3,0,0
6578,1962-01-04,Y,0.28,1962,1,4,0,0
6579,1962-01-05,Y,2.57,1962,1,5,0,0
6580,1962-01-06,Y,2.32,1962,1,6,0,0
6581,1962-01-07,Y,-0.23,1962,1,7,0,0
6582,1962-01-08,Y,3.34,1962,1,8,0,0
6583,1962-01-09,Y,2.28,1962,1,9,0,0
6584,1962-01-10,Y,2.13,1962,1,10,0,0
6585,1962-01-11,Y,3.51,1962,1,11,0,0
6586,1962-01-12,Y,3.42,1962,1,12,0,0
6587,1962-01-13,Y,1.45,1962,1,13,0,0
6588,1962-01-14,Y,0.63,1962,1,14,0,0
6589,1962-01-15,Y,0.85,1962,1,15,0,0
6590,1962-01-16,Y,2.51,1962,1,16,0,0
6591,1962-01-17,Y,3.9,1962,1,17,0,0
6592,1962-01-18,Y,4.24,1962,1,18,0,0
6593,1962-01-19,Y,2.15,1962,1,19,0,0
6594,1962-01-20,Y,2.82,1962,1,20,0,0
6595,1962-01-21,Y,3.0,1962,1,21,0,0
6596,1962-01-22,Y,4.31,1962,1,22,0,0
6597,1962-01-23,Y,3.6,1962,1,23,0,0
6598,1962-01-24,Y,3.13,1962,1,24,0,0
6599,1962-01-25,Y,-0.28,1962,1,25,0,0
6600,1962-01-26,Y,0.37,1962,1,26,0,0
6601,1962-01-27,Y,1.36,1962,1,27,0,0
6602,1962-01-28,Y,-6.56,1962,1,28,0,0
6603,1962-01-29,Y,-8.32,1962,1,29,0,0
6604,1962-01-30,Y,-6.18,1962,1,30,0,0
6605,1962-01-31,Y,-1.55,1962,1,31,0,0
6606,1962-02-01,Y,-0.98,1962,2,32,0,1
6607,1962-02-02,Y,-1.67,1962,2,33,0,0
6608,1962-02-03,Y,-1.48,1962,2,34,0,0
6609,1962-02-04,Y,2.07,1962,2,35,0,0
6610,1962-02-05,Y,0.61,1962,2,36,0,0
6611,1962-02-06,Y,1.67,1962,2,37,0,0
6612,1962-02-07,Y,2.76,1962,2,38,0,0
6613,1962-02-08,Y,1.94,1962,2,39,0,0
6614,1962-02-09,Y,-0.07,1962,2,40,0,0
6615,1962-02-10,Y,3.6,1962,2,41,0,0
6616,1962-02-11,Y,2.41,1962,2,42,0,0
6617,1962-02-12,Y,1.81,1962,2,43,0,0
6618,1962-02-13,Y,-0.43,1962,2,44,0,0
6619,1962-02-14,Y,-3.22,1962,2,45,0,0
6620,1962-02-15,Y,-4.02,1962,2,46,0,0
6621,1962-02-16,Y,3.11,1962,2,47,0,0
6622,1962-02-17,Y,2.38,1962,2,48,0,0
6623,1962-02-18,Y,0.73,1962,2,49,0,0
6624,1962-02-19,Y,3.91,1962,2,50,0,0
6625,1962-02-20,Y,4.63,1962,2,51,0,0
6626,1962-02-21,Y,0.24,1962,2,52,0,0
6627,1962-02-22,Y,-3.58,1962,2,53,0,0
6628,1962-02-23,Y,-2.98,1962,2,54,0,0
6629,1962-02-24,Y,0.91,1962,2,55,0,0
6630,1962-02-25,Y,-1.51,1962,2,56,0,0
6631,1962-02-26,Y,-2.46,1962,2,57,0,0
6632,1962-02-27,Y,-3.06,1962,2,58,0,0
6633,1962-02-28,Y,-3.55,1962,2,59,0,0
6634,1962-03-01,Y,-4.12,1962,3,60,0,1
6635,1962-03-02,Y,-3.05,1962,3,61,0,0
6636,1962-03-03,Y,-1.47,1962,3,62,0,0
6637,1962-03-04,Y,-3.88,1962,3,63,0,0
6638,1962-03-05,Y,-5.5,1962,3,64,0,0
6639,1962-03-06,Y,-6.32,1962,3,65,0,1
6640,1962-03-07,Y,-3.72,1962,3,66,0,0
6641,1962-03-08,Y,-1.28,1962,3,67,0,0
6642,1962-03-09,Y,-0.62,1962,3,68,0,0
6643,1962-03-10,Y,0.42,1962,3,69,0,0
6644,1962-03-11,Y,-3.33,1962,3,70,0,0
6645,1962-03-12,Y,-8.54,1962,3,71,0,0
6646,1962-03-13,Y,-8.62,1962,3,72,0,0
6647,1962-03-14,Y,-5.28,1962,3,73,0,0
6648,1962-03-15,Y,-4.07,1962,3,74,0,1
6649,1962-03-16,Y,-1.31,1962,3,75,0,0
6650,1962-03-17,Y,-2.21,1962,3,76,0,0
6651,1962-03-18,Y,-3.01,1962,3,77,0,0
6652,1962-03-19,Y,-1.07,1962,3,78,0,0
6653,1962-03-20,Y,0.31,1962,3,79,0,0
6654,1962-03-21,Y,-1.18,1962,3,80,0,0
6655,1962-03-22,Y,-0.02,1962,3,81,0,0
6656,1962-03-23,Y,-3.15,1962,3,82,0,0
6657,1962-03-24,Y,-2.24,1962,3,83,0,0
6658,1962-03-25,Y,0.75,1962,3,84,0,0
6659,1962-03-26,Y,1.9,1962,3,85,0,0
6660,1962-03-27,Y,2.12,1962,3,86,0,0
6661,1962-03-28,Y,0.88,1962,3,87,0,0
6662,1962-03-29,Y,-0.01,1962,3,88,0,0
6663,1962-03-30,Y,0.52,1962,3,89,0,0
6664,1962-03-31,Y,3.04,1962,3,90,0,0
6665,1962-04-01,Y,1.77,1962,4,91,0,0
6666,1962-04-02,Y,3.38,1962,4,92,0,0
6667,1962-04-03,Y,3.09,1962,4,93,0,0
6668,1962-04-04,Y,2.97,1962,4,94,0,0
6669,1962-04-05,Y,2.9,1962,4,95,0,0
6670,1962-04-06,Y,2.06,1962,4,96,0,0
6671,1962-04-07,Y,2.42,1962,4,97,0,0
6672,1962-04-08,Y,2.64,1962,4,98,0,0
6673,1962-04-09,Y,2.59,1962,4,99,0,0
6674,1962-04-10,Y,3.49,1962,4,100,0,0
6675,1962-04-11,Y,3.42,1962,4,101,0,0
6676,1962-04-12,Y,4.42,1962,4,102,0,0
6677,1962-04-13,Y,5.62,1962,4,103,0,0
6678,1962-04-14,Y,3.51,1962,4,104,0,0
6679,1962-04-15,Y,4.64,1962,4,105,0,0
6680,1962-04-16,Y,7.44,1962,4,106,0,0
6681,1962-04-17,Y,8.06,1962,4,107,0,0
6682,1962-04-18,Y,10.18,1962,4,108,0,0
6683,1962-04-19,Y,9.55,1962,4,109,0,0
6684,1962-04-20,Y,9.84,1962,4,110,0,0
6685,1962-04-21,Y,9.42,1962,4,111,0,0
6686,1962-04-22,Y,8.43,1962,4,112,0,0
6687,1962-04-23,Y,7.11,1962,4,113,0,0
6688,1962-04-24,Y,12.14,1962,4,114,0,0
6689,1962-04-25,Y,9.68,1962,4,115,0,0
6690,1962-04-26,Y,6.19,1962,4,116,0,0
6691,1962-04-27,Y,7.59,1962,4,117,0,0
6692,1962-04-28,Y,7.73,1962,4,118,0,0
6693,1962-04-29,Y,4.68,1962,4,119,0,0
6694,1962-04-30,Y,3.76,1962,4,120,0,0
6695,1962-05-01,Y,6.31,1962,5,121,0,0
6696,1962-05-02,Y,4.71,1962,5,122,0,0
6697,1962-05-03,Y,5.58,1962,5,123,0,0
6698,1962-05-04,Y,4.89,1962,5,124,0,0
6699,1962-05-05,Y,5.84,1962,5,125,0,0
6700,1962-05-06,Y,9.1,1962,5,126,0,0
6701,1962-05-07,Y,8.33,1962,5,127,0,0
6702,1962-05-08,Y,8.93,1962,5,128,0,0
6703,1962-05-09,Y,7.84,1962,5,129,0,0
6704,1962-05-10,Y,8.69,1962,5,130,0,0
6705,1962-05-11,Y,8.33,1962,5,131,0,0
6706,1962-05-12,Y,8.98,1962,5,132,0,0
6707,1962-05-13,Y,8.94,1962,5,133,0,0
6708,1962-05-14,Y,10.08,1962,5,134,0,0
6709,1962-05-15,Y,11.37,1962,5,135,0,0
6710,1962-05-16,Y,9.67,1962,5,136,0,0
6711,1962-05-17,Y,9.0,1962,5,137,0,0
6712,1962-05-18,Y,8.81,1962,5,138,0,0
6713,1962-05-19,Y,10.08,1962,5,139,0,0
6714,1962-05-20,Y,9.46,1962,5,140,0,0
6715,1962-05-21,Y,9.96,1962,5,141,0,0
6716,1962-05-22,Y,10.36,1962,5,142,0,0
6717,1962-05-23,Y,7.76,1962,5,143,0,0
6718,1962-05-24,Y,9.25,1962,5,144,0,0
6719,1962-05-25,Y,9.77,1962,5,145,0,0
6720,1962-05-26,Y,9.13,1962,5,146,0,0
6721,1962-05-27,Y,8.86,1962,5,147,0,0
6722,1962-05-28,Y,10.08,1962,5,148,0,0
6723,1962-05-29,Y,8.42,1962,5,149,0,0
6724,1962-05-30,Y,7.82,1962,5,150,0,0
6725,1962-05-31,Y,8.19,1962,5,151,0,0
6726,1962-06-01,Y,8.6,1962,6,152,0,0
6727,1962-06-02,Y,8.48,1962,6,153,0,0
6728,1962-06-03,Y,10.15,1962,6,154,0,0
6729,1962-06-04,Y,11.41,1962,6,155,0,0
6730,1962-06-05,Y,13.74,1962,6,156,0,0
6731,1962-06-06,Y,15.1,1962,6,157,0,0
6732,1962-06-07,Y,16.03,1962,6,158,1,0
6733,1962-06-08,Y,14.05,1962,6,159,0,0
6734,1962-06-09,Y,15.44,1962,6,160,0,0
6735,1962-06-10,Y,11.62,1962,6,161,0,0
6736,1962-06-11,Y,12.41,1962,6,162,0,0
6737,1962-06-12,Y,12.63,1962,6,163,1,0
6738,1962-06-13,Y,11.79,1962,6,164,0,0
6739,1962-06-14,Y,14.03,1962,6,165,0,0
6740,1962-06-15,Y,15.59,1962,6,166,0,0
6741,1962-06-16,Y,12.3,1962,6,167,0,0
6742,1962-06-17,Y,13.56,1962,6,168,1,0
6743,1962-06-18,Y,14.2,1962,6,169,0,0
6744,1962-06-19,Y,15.61,1962,6,170,0,0
6745,1962-06-20,Y,12.52,1962,6,171,0,0
6746,1962-06-21,Y,13.97,1962,6,172,0,0
6747,1962-06-22,Y,14.73,1962,6,173,1,0
6748,1962-06-23,Y,13.62,1962,6,174,0,0
6749,1962-06-24,Y,12.06,1962,6,175,0,0
6750,1962-06-25,Y,11.82,1962,6,176,0,0
6751,1962-06-26,Y,12.02,1962,6,177,0,0
6752,1962-06-27,Y,12.62,1962,6,178,1,0
6753,1962-06-28,Y,12.57,1962,6,179,0,0
6754,1962-06-29,Y,14.44,1962,6,180,0,0
6755,1962-06-30,Y,15.15,1962,6,181,0,0
6756,1962-07-01,Y,15.89,1962,7,182,0,0
6757,1962-07-02,Y,13.48,1962,7,183,1,0
6758,1962-07-03,Y,11.4,1962,7,184,0,0
6759,1962-07-04,Y,12.32,1962,7,185,0,0
6760,1962-07-05,Y,11.39,1962,7,186,0,0
6761,1962-07-06,Y,11.85,1962,7,187,0,0
6762,1962-07-07,Y,14.57,1962,7,188,1,0
6763,1962-07-08,Y,14.52,1962,7,189,0,0
6764,1962-07-09,Y,14.25,1962,7,190,0,0
6765,1962-07-10,Y,15.78,1962,7,191,0,0
6766,1962-07-11,Y,15.37,1962,7,192,0,0
6767,1962-07-12,Y,12.82,1962,7,193,1,0
6768,1962-07-13,Y,13.75,1962,7,194,0,0
6769,1962-07-14,Y,15.08,1962,7,195,0,0
6770,1962-07-15,Y,14.95,1962,7,196,0,0
6771,1962-07-16,Y,16.85,1962,7,197,0,0
6772,1962-07-17,Y,16.22,1962,7,198,1,0
6773,1962-07-18,Y,15.79,1962,7,199,0,0
6774,1962-07-19,Y,16.21,1962,7,200,0,0
6775,1962-07-20,Y,16.22,1962,7,201,0,0
6776,1962-07-21,Y,15.74,1962,7,202,0,0
6777,1962-07-22,Y,15.56,1962,7,203,1,0
6778,1962-07-23,Y,13.82,1962,7,204,0,0
6779,1962-07-24,Y,14.46,1962,7,205,0,0
6780,1962-07-25,Y,14.46,1962,7,206,0,0
6781,1962-07-26,Y,14.56,1962,7,207,0,0
6782,1962-07-27,Y,14.42,1962,7,208,1,0
6783,1962-07-28,Y,14.92,1962,7,209,0,0
6784,1962-07-29,Y,15.16,1962,7,210,0,0
6785,1962-07-30,Y,14.12,1962,7,211,0,0
6786,1962-07-31,Y,14.27,1962,7,212,0,0
6787,1962-08-01,Y,15.01,1962,8,213,1,0
6788,1962-08-02,Y,14.38,1962,8,214,0,0
6789,1962-08-03,Y,14.33,1962,8,215,0,0
6790,1962-08-04,Y,13.28,1962,8,216,0,0
